SNo|Pullout Date|Pullout Count|Agreement No|Short Agreement No|GNSA Ref No|Reason|Error
5298|2018-03-21|1|XTRAHNI00001732882|1732882|p16080800005|CHOLA REQUEST|Invalid spdc Entry
5300|2018-03-26|1|XVFPADO00001131963|1131963|14021300410|CHOLA REQUEST|Invalid spdc Entry
5301|2018-03-26|1|XVFPDAV00001319599|1319599|14121001435|CHOLA REQUEST|Invalid spdc Entry
5309|2018-03-27|1|XVFPKAA00001341402|1341402|15012801246|CHOLA REQUEST|Invalid spdc Entry
5383|2018-03-09|1|XTRASSA00001850429|1850429|16122600590|CHOLA REQUEST|Invalid spdc Entry
5387|2018-03-09|1|XTRABPR00001857761|1857761|17010500814|CHOLA REQUEST|Invalid spdc Entry
5391|2018-03-09|1|XTRARAI00001865603|1865603|17011100669|CHOLA REQUEST|Invalid spdc Entry
5395|2018-03-09|1|XTRABAA00001871526|1871526|17012100139|CHOLA REQUEST|Invalid spdc Entry
5397|2018-03-09|1|XVFPADN00001878972|1878972|17020100311|CHOLA REQUEST|Invalid spdc Entry
5398|2018-03-09|1|XSHUDAK00001879409|1879409|17020300231|CHOLA REQUEST|Invalid spdc Entry
5402|2018-03-09|1|XTRASVF00001890747|1890747|17021001356|CHOLA REQUEST|Invalid spdc Entry
5403|2018-03-09|1|XTRAGOP00001895505|1895505|17021700311|CHOLA REQUEST|Invalid spdc Entry
5409|2018-03-09|1|XSHUKNJ00001907108|1907108|17031001259|CHOLA REQUEST|Invalid spdc Entry
5414|2018-03-09|1|XTRADAR00001917811|1917811|17032000717|CHOLA REQUEST|Invalid spdc Entry
5415|2018-03-09|1|XSHUMAH00001925299|1925299|17032400341|CHOLA REQUEST|Invalid spdc Entry
5417|2018-03-09|1|XVFPKRR00001948583|1948583|17041901513|CHOLA REQUEST|Invalid spdc Entry
5419|2018-03-09|1|XVFPCIH00001947168|1947168|17042500096|CHOLA REQUEST|Invalid spdc Entry
5420|2018-03-09|1|XVFPBOT00001899761|1899761|17050400295|CHOLA REQUEST|Invalid spdc Entry
5422|2018-03-09|1|XTRACHH00001972209|1972209|17051200409|CHOLA REQUEST|Invalid spdc Entry
5424|2018-03-09|1|XSHUDUN00001956743|1956743|17051700495|CHOLA REQUEST|Invalid spdc Entry
5425|2018-03-09|1|XVFPMNA00001978776|1978776|17051900679|CHOLA REQUEST|Invalid spdc Entry
5426|2018-03-09|1|XTRANOG00001988296|1988296|17053100104|CHOLA REQUEST|Invalid spdc Entry
5427|2018-03-09|1|XVFPAAB00001990446|1990446|17060300083|CHOLA REQUEST|Invalid spdc Entry
5429|2018-03-09|1|XVFPDAR00001987631|1987631|17060900439|CHOLA REQUEST|Invalid spdc Entry
5430|2018-03-09|1|XVFPSEH00001999496|1999496|17061200625|CHOLA REQUEST|Invalid spdc Entry
5431|2018-03-09|1|XVFPHRD00001995253|1995253|17061200719|CHOLA REQUEST|Invalid spdc Entry
5433|2018-03-09|1|XSHUIND00001998753|1998753|17061900245|CHOLA REQUEST|Invalid spdc Entry
5437|2018-03-09|1|XVFPJAU00001988677|1988677|17071000772|CHOLA REQUEST|Invalid spdc Entry
5438|2018-03-09|1|XVFPKOI00002035023|2035023|17071501559|CHOLA REQUEST|Invalid spdc Entry
5441|2018-03-09|1|XVFPVRI00002022795|2022795|17072100664|CHOLA REQUEST|Invalid spdc Entry
5442|2018-03-09|1|XTRAKHF00002042179|2042179|17072700485|CHOLA REQUEST|Invalid spdc Entry
5446|2018-03-09|1|XVFPPAA00002050495|2050495|17081600684|CHOLA REQUEST|Invalid spdc Entry
5448|2018-03-09|1|XTRACTR00002059196|2059196|17081800165|CHOLA REQUEST|Invalid spdc Entry
5450|2018-03-09|1|XTRABAS00002062387|2062387|17081800357|CHOLA REQUEST|Invalid spdc Entry
5451|2018-03-09|1|XVFPSOR00002067244|2067244|17082100047|CHOLA REQUEST|Invalid spdc Entry
5452|2018-03-09|1|XTRANOG00002078833|2078833|17091100593|CHOLA REQUEST|Invalid spdc Entry
5453|2018-03-09|1|XSHUATN00002079832|2079832|17091101150|CHOLA REQUEST|Invalid spdc Entry
5454|2018-03-09|1|XTRARBY00002085758|2085758|17091200541|CHOLA REQUEST|Invalid spdc Entry
5455|2018-03-09|1|XVFPBEI00002075063|2075063|17091300008|CHOLA REQUEST|Invalid spdc Entry
5456|2018-03-09|1|XVFPDAN00002082183|2082183|17091502126|CHOLA REQUEST|Invalid spdc Entry
5458|2018-03-09|1|XVFPRAD00002093900|2093900|17091900938|CHOLA REQUEST|Invalid spdc Entry
5460|2018-03-09|1|XVFPVRI00002088332|2088332|17092200685|CHOLA REQUEST|Invalid spdc Entry
5461|2018-03-09|1|XVFPHAR00002095630|2095630|17092200721|CHOLA REQUEST|Invalid spdc Entry
5462|2018-03-09|1|XVFPPLS00002067467|2067467|17092502248|CHOLA REQUEST|Invalid spdc Entry
5469|2018-03-09|1|XVFPPTN00002110566|2110566|17100701633|CHOLA REQUEST|Invalid spdc Entry
5471|2018-03-09|1|XVFPBSP00002112381|2112381|17100901734|CHOLA REQUEST|Invalid spdc Entry
5473|2018-03-09|1|XVFPFBD00002123307|2123307|17101200576|CHOLA REQUEST|Invalid spdc Entry
5474|2018-03-09|1|XSHUWDH00002120453|2120453|17101600185|CHOLA REQUEST|Invalid spdc Entry
5485|2018-03-09|1|XTRAPTN00002119262|2119262|17102601423|CHOLA REQUEST|Invalid spdc Entry
5495|2018-03-09|1|XSHURPV00002145686|2145686|17110601378|CHOLA REQUEST|Invalid spdc Entry
5512|2018-03-09|1|X0CEKOD00002180120|2180120|17120601177|CHOLA REQUEST|Invalid spdc Entry
5516|2018-03-09|1|XTRAJAH00002180123|2180123|17120800832|CHOLA REQUEST|Invalid spdc Entry
5556|2018-03-15|1|X0HLKAC00001224675|1224675|14081200650|CHOLA REQUEST|Invalid spdc Entry
5671|2018-05-02|1|XVFPJRE00001865857|1865857|17012100650|CHOLA REQUEST|Invalid spdc Entry
5672|2018-05-02|1|XVFPBBR00001966825|1966825|17050800486|CHOLA REQUEST|Invalid spdc Entry
5680|2018-05-02|1|XTRACHH00002065803|2065803|17081401407|CHOLA REQUEST|Invalid spdc Entry
5683|2018-05-02|1|XVFPHAZ00002247514|2247514|18021700560|CHOLA REQUEST|Invalid spdc Entry
5687|2018-05-04|1|X0HEDHE00000564569|0564569|12082305859|CHOLA REQUEST|Invalid Agreement
5688|2018-05-04|1|X0HEDHE00000564602|0564602|12082305881|CHOLA REQUEST|Invalid Agreement
5689|2018-05-04|1|X0HEDHE00000777127|0777127|12090811769|CHOLA REQUEST|Invalid Agreement
5690|2018-05-04|1|X0HEDHE00000768513|0768513|12091006350|CHOLA REQUEST|Invalid Agreement
5691|2018-05-04|1|X0HEDHE00000827601|0827601|12102002601|CHOLA REQUEST|Invalid Agreement
5692|2018-05-04|1|X0HEDHE00000946777|0946777|13040900025|CHOLA REQUEST|Invalid Agreement
5693|2018-05-04|1|X0HEDHE00000942325|0942325|13040900079|CHOLA REQUEST|Invalid Agreement
5694|2018-05-04|1|X0HEDHE00000965313|0965313|13051501077|CHOLA REQUEST|Invalid Agreement
5713|2018-05-04|1|X0HEDHE00000982306|0982306|14112500490|CHOLA REQUEST|Invalid Agreement
5781|2018-05-05|1|X0HEDHE00000812911|0812911|121108003551|CHOLA REQUEST|Invalid Agreement
5782|2018-05-05|1|X0HEDHE00000842702|0842702|121117002568|CHOLA REQUEST|Invalid Agreement
5850|2018-05-16|1|X0HLHSO00002359208|2359208|18041801713|CHOLA REQUEST|Invalid spdc Entry
5883|2018-05-14|1|XVFPHYF00001992963|1992963|17060900357|CHOLA REQUEST|Invalid spdc Entry
6038|2018-07-04|1|XVFPRMN00002398858|2398858|18051700362|CHOLA REQUEST|Invalid spdc Entry
6043|2018-07-04|1|XVFPPAM00002397178|2397178|18052801518|CHOLA REQUEST|Invalid Agreement
6049|2018-07-04|1|XVFPNAO00002430401|2430401|18061103036|CHOLA REQUEST|Invalid spdc Entry
6050|2018-07-04|1|XVFPPRO00002406279|2406279|18061200039|CHOLA REQUEST|Invalid Agreement
6051|2018-07-04|1|XVFPHVF00002419544|2419544|18061202114|CHOLA REQUEST|Invalid GNSA Ref No
6053|2018-07-04|1|XVFPVAL00002424440|2424440|18061302155|CHOLA REQUEST|Invalid GNSA Ref No
6054|2018-07-04|1|X0CESRP00002423626|2423626|18061600042|CHOLA REQUEST|Invalid Agreement
6063|2018-07-04|1|XVFPBLF00002421967|2421967|18062001699|CHOLA REQUEST|Invalid Agreement
6082|2018-07-10|1|X0HLHTG00002432069|2432069|18061601452|CHOLA REQUEST|Invalid spdc Entry
6186|2018-07-16|1|XTRAMNA00001965376|1965376|17052200225|CHOLA REQUEST|Invalid spdc Entry
6187|2018-07-16|1|XSHUSRR00001965683|1965683|17061600842|CHOLA REQUEST|Invalid spdc Entry
6188|2018-07-16|1|XTRAGMI00002001209|2001209|17062200693|CHOLA REQUEST|Invalid spdc Entry
6189|2018-07-16|1|X0CEUDA00002232981|2232981|18011600993|CHOLA REQUEST|Invalid spdc Entry
6211|2018-07-19|1|XVFPPAK00001427831|1427831|15062500266|CHOLA REQUEST|Invalid spdc Entry
6214|2018-07-19|1|XSHUKRA00001717739|1717739|16081800543|CHOLA REQUEST|Invalid spdc Entry
6228|2018-07-19|1|XVFPANG00002309288|2309288|18031501662|CHOLA REQUEST|Invalid spdc Entry
6244|2018-07-19|1|XVFPHAJ00002361256|2361256|18041800102|CHOLA REQUEST|Invalid spdc Entry
6396|2018-09-10|1|X0HLARU00002510740|2510740|18081602155|CHOLA REQUEST|Invalid spdc Entry
6486|2018-09-10|1|X0HLJLN00002510486|2510486|18081701774|CHOLA REQUEST|Invalid spdc Entry
6563|2018-09-12|1|XVFPAND00002364727|2364727|18050500004|CHOLA REQUEST|Invalid spdc Entry
6564|2018-09-12|1|XVFPIDA00002289992|2289992|18071600322|CHOLA REQUEST|Invalid spdc Entry
6566|2018-09-12|1|XVFPTPV00002488082|2488082|18081701817|CHOLA REQUEST|Invalid GNSA Ref No
6576|2018-09-15|1|XVFPBVR00002477727|2477727|18072100907|CHOLA REQUEST|Invalid GNSA Ref No
6577|2018-09-15|1|XVFPCGH00002480181|2480181|18072400046|CHOLA REQUEST|Invalid spdc Entry
6618|2018-09-11|1|XTRAKRA00002026773|2026773|17071801071|CHOLA REQUEST|Invalid spdc Entry
6623|2018-09-11|1|XVFPPTN00002308715|2308715|18060400002|CHOLA REQUEST|Invalid spdc Entry
6808|2018-11-01|1|XVFPATR00000740294|0740294|12090709296|CHOLA REQUEST|Invalid Agreement
6809|2018-11-01|1|XVFPSSV00000984884|0984884|13061301313|CHOLA REQUEST|Invalid Agreement
6810|2018-11-01|1|XVFPATT00001028279|1028279|13082800219|CHOLA REQUEST|Invalid spdc Entry
6822|2018-11-01|1|XVFPATT00001386181|1386181|15041301434|CHOLA REQUEST|Invalid spdc Entry
6831|2018-11-01|1|XSHUKTP00001602677|1602677|16030901556|CHOLA REQUEST|Invalid spdc Entry
6864|2018-11-02|1|XVFPKLM00000968865|0968865|13051600070|CHOLA REQUEST|Invalid Agreement
6865|2018-11-02|1|XVFPIJA00000972961|0972961|13053100415|CHOLA REQUEST|Invalid Agreement
6866|2018-11-02|1|XVFPIJA00000975994|0975994|13061100144|CHOLA REQUEST|Invalid Agreement
6867|2018-11-02|1|XSHUIJA00001015386|1015386|13080800949|CHOLA REQUEST|Invalid spdc Entry
6870|2018-11-02|1|XTRASHM00001114873|1114873|14011100254|CHOLA REQUEST|Invalid spdc Entry
6891|2018-11-02|1|XVFPCIN00001796377|1796377|18090502130|CHOLA REQUEST|Invalid Agreement
6892|2018-11-02|1|XVFPCAL00001052212|1052212|P13101100159|CHOLA REQUEST|Invalid spdc Entry
6893|2018-11-02|1|XSHUPNU00001124432|1124432|P14020100140|CHOLA REQUEST|Invalid spdc Entry
6901|2018-11-05|1|XSHUKTM00001706169|1706169|16070900228|CHOLA REQUEST|Invalid spdc Entry
6910|2018-11-07|1|XVFPNGL00000746751|0746751|12090705018|CHOLA REQUEST|Invalid Agreement
6911|2018-11-07|1|XVFPPKD00000969928|0969928|13051600433|CHOLA REQUEST|Invalid Agreement
6912|2018-11-07|1|XVFPSHM00001016533|1016533|13081001117|CHOLA REQUEST|Invalid spdc Entry
6913|2018-11-07|1|XVFPKNR00001138478|1138478|14021700432|CHOLA REQUEST|Invalid spdc Entry
6919|2018-11-07|1|XVFPMJI00001329120|1329120|15010700911|CHOLA REQUEST|Invalid spdc Entry
6926|2018-11-07|1|XSHUNGL00001556688|1556688|15122900728|CHOLA REQUEST|Invalid spdc Entry
6940|2018-11-07|1|XSHUMPA00002073102|2073102|17090601543|CHOLA REQUEST|Invalid spdc Entry
6944|2018-11-07|1|XSHUMJI00002194021|2194021|17121400742|CHOLA REQUEST|Invalid Agreement
6951|2018-11-07|1|XSHUKTM00000847196|0847196|121116000317|CHOLA REQUEST|Invalid Agreement
6952|2018-11-07|1|XVFPMJI00000825417|0825417|P12102001552|CHOLA REQUEST|Invalid Agreement
6953|2018-11-07|1|XVFPPER00000896302|0896302|p13021500041|CHOLA REQUEST|Invalid Agreement
6954|2018-11-07|1|XVFPAPY00001013496|1013496|P13073100105|CHOLA REQUEST|Invalid spdc Entry
6963|2018-11-08|1|XSHUKTP00002015208|2015208|p17070600055|CHOLA REQUEST|Invalid spdc Entry
6965|2018-11-10|1|XVFPKNR00001130265|1130265|14021200631|CHOLA REQUEST|Invalid spdc Entry
7033|2018-11-10|1|XVFPAPY00001033471|1033471|P13090700019|CHOLA REQUEST|Invalid spdc Entry
7034|2018-11-10|1|XVFPKGD00001173648|1173648|P14040900027|CHOLA REQUEST|Invalid spdc Entry
7035|2018-11-12|1|XSHUKTM00000828911|0828911|12102003078|CHOLA REQUEST|Invalid Agreement
7037|2018-11-12|1|XSHUKSR00001052112|1052112|13101200435|CHOLA REQUEST|Invalid spdc Entry
7038|2018-11-12|1|XVFPDAV00001132596|1132596|14021200873|CHOLA REQUEST|Invalid spdc Entry
7065|2018-11-12|1|XSHUAPY00001653519|1653519|16051001609|CHOLA REQUEST|Invalid spdc Entry
7070|2018-11-12|1|XSHUIRI00001807127|1807127|16103100360|CHOLA REQUEST|Invalid spdc Entry
7093|2018-11-12|1|XTRAIHC00002037551|2037551|17071901205|CHOLA REQUEST|Invalid spdc Entry
7096|2018-11-12|1|XSHUPKD00002076883|2076883|17090701047|CHOLA REQUEST|Invalid spdc Entry
7114|2018-11-12|1|XVFPTSR00000943151|0943151|p13041200128|CHOLA REQUEST|Invalid Agreement
7115|2018-11-12|1|XVFPKLM00001040101|1040101|P13092500019|CHOLA REQUEST|Invalid spdc Entry
7116|2018-11-13|1|XSHUTSR00000677508|0677508|12090402137|CHOLA REQUEST|Invalid Agreement
7117|2018-11-13|1|XVFPKLP00001121422|1121422|14012800340|CHOLA REQUEST|Invalid spdc Entry
7119|2018-11-13|1|XVFPSHM00001164776|1164776|14032800592|CHOLA REQUEST|Invalid spdc Entry
7120|2018-11-13|1|XSHUJDR00001262601|1262601|14090601481|CHOLA REQUEST|Invalid spdc Entry
7121|2018-11-13|1|XVFPKSR00001279015|1279015|14101001129|CHOLA REQUEST|Invalid spdc Entry
7124|2018-11-13|1|XVFPKLM00001306384|1306384|14111800101|CHOLA REQUEST|Duplicate record
7130|2018-11-13|1|XVFPKRF00001444670|1444670|15071001320|CHOLA REQUEST|Invalid spdc Entry
7140|2018-11-13|1|XSHUKTP00001989394|1989394|17052900581|CHOLA REQUEST|Duplicate record
7152|2018-11-14|1|XVFPPNU00000862918|0862918|12121300494|CHOLA REQUEST|Invalid Agreement
7153|2018-11-14|1|XVFPPMA00001091929|1091929|13121200827|CHOLA REQUEST|Invalid spdc Entry
7154|2018-11-14|1|XVFPAGA00001094394|1094394|13122800605|CHOLA REQUEST|Invalid spdc Entry
7155|2018-11-14|1|XVFPPMA00001117498|1117498|14012300245|CHOLA REQUEST|Invalid spdc Entry
7185|2018-11-15|1|XVFPKNR00000655151|0655151|1208103195|CHOLA REQUEST|Invalid Agreement
7186|2018-11-15|1|XSHUKGD00000882098|0882098|13011800437|CHOLA REQUEST|Invalid Agreement
7187|2018-11-15|1|XVFPTVM00001062281|1062281|13103000520|CHOLA REQUEST|Invalid spdc Entry
7188|2018-11-15|1|XVFPKTM00001064988|1064988|13110900493|CHOLA REQUEST|Invalid spdc Entry
7189|2018-11-15|1|XVFPKLP00001139848|1139848|14021900393|CHOLA REQUEST|Invalid spdc Entry
7190|2018-11-15|1|XVFPKSR00001193662|1193662|14051001120|CHOLA REQUEST|Invalid spdc Entry
7191|2018-11-15|1|XVFPNGL00001285425|1285425|14101300509|CHOLA REQUEST|Invalid spdc Entry
7196|2018-11-15|1|XSHUKTP00001445716|1445716|15071300907|CHOLA REQUEST|Invalid spdc Entry
7209|2018-11-15|1|XVFPMJI00001831036|1831036|17082400965|CHOLA REQUEST|Invalid Agreement
7217|2018-11-15|1|XVFPKLM00001202448|1202448|P14053000026|CHOLA REQUEST|Invalid spdc Entry
7218|2018-11-16|1|XVFPTVM00000852948|0852948|12113000052|CHOLA REQUEST|Invalid Agreement
7219|2018-11-16|1|XVFPTVM00000931344|0931344|13032800479|CHOLA REQUEST|Invalid Agreement
7220|2018-11-16|1|XVFPKTM00001063644|1063644|13103100377|CHOLA REQUEST|Invalid spdc Entry
7256|2018-11-16|1|XVFPPMA00001010644|1010644|p13072700113|CHOLA REQUEST|Invalid spdc Entry
7260|2018-11-22|1|XTRADAV00001297359|1297359|14110801355|CHOLA REQUEST|Invalid spdc Entry
7265|2018-11-22|1|XSHUNGL00001511621|1511621|15102801151|CHOLA REQUEST|Invalid spdc Entry
7292|2018-11-20|1|XVFPTVM00001019867|1019867|13081001174|CHOLA REQUEST|Invalid spdc Entry
7294|2018-11-20|1|XVFPAGA00001178276|1178276|14041200761|CHOLA REQUEST|Invalid spdc Entry
7297|2018-11-20|1|XVFPAGA00001320488|1320488|14121001337|CHOLA REQUEST|Invalid spdc Entry
7315|2018-11-20|1|XVFPTUR00002090273|2090273|17101100815|CHOLA REQUEST|Invalid spdc Entry
7320|2018-11-20|1|XVFPCIN00000753325|0753325|P12091501947|CHOLA REQUEST|Invalid Agreement
7321|2018-11-20|1|XVFPAGA00001049248|1049248|P13101800049|CHOLA REQUEST|Invalid spdc Entry
7322|2018-11-22|1|XVFPMSO00000825165|0825165|12102002831|CHOLA REQUEST|Invalid Agreement
7323|2018-11-22|1|XVFPMAN00000963291|0963291|13051300446|CHOLA REQUEST|Invalid Agreement
7324|2018-11-22|1|XVFPMSO00000973044|0973044|13052500014|CHOLA REQUEST|Invalid Agreement
7326|2018-11-22|1|XVFPMSO00001083224|1083224|13121000305|CHOLA REQUEST|Invalid spdc Entry
7327|2018-11-22|1|XTRAMAN00001130287|1130287|14020800557|CHOLA REQUEST|Invalid spdc Entry
7329|2018-11-22|1|XTRARUR00001163800|1163800|14032700413|CHOLA REQUEST|Invalid spdc Entry
7333|2018-11-22|1|XVFPMSO00001243196|1243196|14080100341|CHOLA REQUEST|Invalid spdc Entry
7334|2018-11-22|1|XTRAMSO00001257059|1257059|14083000364|CHOLA REQUEST|Invalid spdc Entry
7345|2018-11-22|1|XVFPADN00001529035|1529035|15112001892|CHOLA REQUEST|Invalid spdc Entry
7363|2018-11-22|1|XSHUTYV00001977458|1977458|17051700672|CHOLA REQUEST|Invalid spdc Entry
7379|2018-11-22|1|XVFPAPY00000983161|0983161|P13061100171|CHOLA REQUEST|Invalid Agreement
7380|2018-11-22|1|XVFPMSO00001086276|1086276|P13120700295|CHOLA REQUEST|Invalid spdc Entry
7381|2018-11-23|1|XVFPKNR00000881214|0881214|13011101547|CHOLA REQUEST|Invalid Agreement
7382|2018-11-23|1|XVFPSHM00001065207|1065207|13110900713|CHOLA REQUEST|Invalid spdc Entry
7385|2018-11-23|1|XVFPTSR00001161057|1161057|14032200367|CHOLA REQUEST|Invalid spdc Entry
7386|2018-11-23|1|XVFPKSR00001227650|1227650|14070801149|CHOLA REQUEST|Invalid spdc Entry
7387|2018-11-23|1|XVFPAGA00001236892|1236892|14071800268|CHOLA REQUEST|Invalid spdc Entry
7388|2018-11-23|1|XVFPAGA00001301882|1301882|14111300801|CHOLA REQUEST|Invalid spdc Entry
7390|2018-11-23|1|XVFPDAV00001402788|1402788|15050900974|CHOLA REQUEST|Invalid spdc Entry
7403|2018-11-23|1|XVFPCAL00001853271|1853271|16122300165|CHOLA REQUEST|Duplicate record
7421|2018-11-17|1|X0HECHE00000574837|0574837|12082309639|CHOLA REQUEST|Invalid Agreement
7422|2018-11-17|1|X0HEDDN00000826483|0826483|12102002504|CHOLA REQUEST|Invalid Agreement
7423|2018-11-17|1|X0HERTH00000882306|0882306|13010800180|CHOLA REQUEST|Invalid Agreement
7430|2018-11-17|1|X0HEJRH00000886679|0886679|16080901232|CHOLA REQUEST|Invalid Agreement
7442|2018-11-17|1|X0HEDHE00000832702|0832702|N12110700002|CHOLA REQUEST|Invalid Agreement
7443|2018-11-17|1|X0HEJRH00000920860|0920860|p13032700206|CHOLA REQUEST|Invalid Agreement
7444|2018-11-17|1|X0HEJRH00001055020|1055020|p13100900274|CHOLA REQUEST|Invalid spdc Entry
7445|2018-11-01|1|X0HEAHM00000405771|0405771|12083102066|CHOLA REQUEST|Invalid Agreement
7446|2018-11-01|1|X0HEDHE00000412047|0412047|12083102980|CHOLA REQUEST|Invalid Agreement
7447|2018-11-01|1|X0HEAHM00000680995|0680995|12090403458|CHOLA REQUEST|Invalid Agreement
7448|2018-11-01|1|X0HERTH00000818735|0818735|12102000419|CHOLA REQUEST|Invalid Agreement
7449|2018-11-01|1|X0HEDHE00000236708|0236708|13050205916|CHOLA REQUEST|Invalid Agreement
7450|2018-11-01|1|X0HEVIZ00000962526|0962526|13050800983|CHOLA REQUEST|Invalid Agreement
7451|2018-11-01|1|X0HEBAN00000054699|0054699|13052508056|CHOLA REQUEST|Invalid Agreement
7470|2018-11-02|1|X0HERHE00000827846|0827846|12102002602|CHOLA REQUEST|Invalid Agreement
7472|2018-11-02|1|X0HEAHM00000955497|0955497|14031500676|CHOLA REQUEST|Invalid Agreement
7487|2018-11-02|1|X0HEDHE00000810415|0810415|121108004109|CHOLA REQUEST|Invalid Agreement
7488|2018-11-02|1|X0HEAML00001252273|1252273|P14092600062|CHOLA REQUEST|Invalid spdc Entry
7489|2018-11-03|1|X0HEDHE00000945262|0945262|13041000729|CHOLA REQUEST|Invalid Agreement
7491|2018-11-03|1|X0HEGAW00001353187|1353187|15021600683|CHOLA REQUEST|Invalid spdc Entry
7498|2018-11-07|1|X0HEHYD00000591814|0591814|12082206852|CHOLA REQUEST|Invalid Agreement
7499|2018-11-07|1|X0HERHE00000475266|0475266|12082900228|CHOLA REQUEST|Invalid Agreement
7500|2018-11-07|1|X0HEMHE00000963812|0963812|13050800930|CHOLA REQUEST|Invalid Agreement
7514|2018-11-07|1|X0HERHE00000808684|0808684|121108002928|CHOLA REQUEST|Invalid Agreement
7519|2018-11-09|1|X0HEELD00001771443|1771443|16100301074|CHOLA REQUEST|Invalid spdc Entry
7526|2018-11-09|1|X0HECHE00000364055|0364055|P12100801287|CHOLA REQUEST|Invalid Agreement
7527|2018-11-09|1|X0HEMAI00000594131|0594131|P12100801590|CHOLA REQUEST|Invalid Agreement
7528|2018-11-12|1|X0HEHYD00000698781|0698781|12090504261|CHOLA REQUEST|Invalid Agreement
7530|2018-11-12|1|X0HETLI00001092025|1092025|13121201059|CHOLA REQUEST|Invalid spdc Entry
7553|2018-11-13|1|X0HEVIZ00000636239|0636239|1208142848|CHOLA REQUEST|Invalid Agreement
7554|2018-11-13|1|X0HENAG00000666248|0666248|12082509866|CHOLA REQUEST|Invalid Agreement
7555|2018-11-13|1|X0HEBAN00000954115|0954115|13042000001|CHOLA REQUEST|Invalid Agreement
7556|2018-11-13|1|X0HEBAN00000232552|0232552|13043005172|CHOLA REQUEST|Invalid Agreement
7557|2018-11-13|1|X0HERHE00000972534|0972534|13052200175|CHOLA REQUEST|Invalid Agreement
7558|2018-11-13|1|X0HEAHM00000704203|0704203|13071800289|CHOLA REQUEST|Invalid Agreement
7582|2018-11-14|1|X0HECHE00000560193|0560193|12082303995|CHOLA REQUEST|Invalid Agreement
7583|2018-11-14|1|X0HEMAI00000451901|0451901|12083005990|CHOLA REQUEST|Invalid Agreement
7584|2018-11-14|1|X0HEVIZ00000772857|0772857|12091104631|CHOLA REQUEST|Invalid Agreement
7585|2018-11-14|1|X0HECOI00000672633|0672633|13051401773|CHOLA REQUEST|Invalid Agreement
7611|2018-11-16|1|X0HEDHE00000881333|0881333|13010500704|CHOLA REQUEST|Invalid Agreement
7622|2018-11-16|1|X0HEDHE00000280877|0280877|P12100801431|CHOLA REQUEST|Invalid Agreement
7623|2018-11-19|1|X0HEBAN00000229434|0229434|13043005477|CHOLA REQUEST|Invalid Agreement
7624|2018-11-19|1|X0HEPHE00000282260|0282260|13050805577|CHOLA REQUEST|Invalid Agreement
7625|2018-11-19|1|X0HEVIZ00000985312|0985312|13061001236|CHOLA REQUEST|Invalid Agreement
7630|2018-11-20|1|X0HEVIZ00000536974|0536974|12082402886|CHOLA REQUEST|Invalid Agreement
7645|2018-11-20|1|X0HELIN00000983826|0983826|p13061000013|CHOLA REQUEST|Invalid Agreement
7657|2018-11-22|1|X0HEBAN00000791611|0791611|P12100801233|CHOLA REQUEST|Invalid Agreement
7658|2018-11-23|1|X0HEDHE00000655618|0655618|1208103542|CHOLA REQUEST|Invalid Agreement
7659|2018-11-23|1|X0HEDHE00000797207|0797207|13040300905|CHOLA REQUEST|Invalid Agreement
7660|2018-11-23|1|X0HEDHE00000953479|0953479|13042000006|CHOLA REQUEST|Invalid Agreement
7678|2018-11-23|1|X0HEDHE00000936933|0936933|17122801081|CHOLA REQUEST|Invalid Agreement
7682|2018-11-23|1|X0HENSP00000505352|0505352|P12100801656|CHOLA REQUEST|Invalid Agreement
7683|2018-11-01|1|XVFPADN00001427647|1427647|P15061100004|CHOLA REQUEST|Invalid spdc Entry
7684|2018-11-02|1|XSHURBY00000864389|0864389|12121300608|CHOLA REQUEST|Invalid Agreement
7685|2018-11-02|1|XVFPBLA00000904385|0904385|13021400265|CHOLA REQUEST|Invalid Agreement
